,user_id,timestamp,latlng,lat,lng,tweet,county,mean_income,population,text
2234,USER_715db191,2010-03-03T16:32:58,"ÜT: 33.7487,-84.41189",33.7487,-84.41189,lmao my internet so bad in the dorm that i had to go to class to download #famusextape #judgeme idgaf,Fulton,30034.0,258.0,"yo @USER_0c0fb2ab wants 100 followers .. lets make it happen aye yall wanna sneak peak of wat myself @USER_ad792729 & @USER_0c0fb2ab been workin on ?? RT @USER_f07ec32b: @USER_77001dc2 @USER_caa8d50c @USER_c534d5b2 @USER_715db191 @USER_9e49f794 #followthem, its simple...I do #spreadluv, Sincerely #THEQUE ... @USER_a99bf12d girls never join in with the nicknames yall always gotta be difficult and shit @USER_a99bf12d thats understandable u kant yellin out the government names doe niggas be havin warrants Aye shout out to @USER_ef601816 follow shorty @USER_c87d759a bout to send em now g @USER_ef601816 lmao im dyin laughin kuz we be doin the same shit @USER_a99bf12d wait u go there ? if u do i envy u das my dream school! @USER_a99bf12d na not even. i fxck wit all my homies... not the school i hate the shit smh it get rough out here sumtimes RT @USER_c73419b5: CURREN$Y is whack....&lt;= ERRONEOUS ERRONEOUS ON ALL ACCOUNTS lmao @USER_2c76087b yes @USER_ad792729 & @USER_0c0fb2ab was there i was serious wen i said we a team shorty ! @USER_a99bf12d ofcourse miss 9th ward all day RT @USER_527b532c: #TwatPicTuesday send yo coochie to yotwatpic@gmail.com 18&upONLY @USER_a99bf12d aint go to high school out dere i was tryna go to JFK but they was tryna make me go to holy cross @USER_a99bf12d whoah na ... thats not the case at all shorty lmao my internet so bad in the dorm that i had to go to class to download #famusextape #judgeme idgaf this fine ass shorty in front of me on twitter too lol i kno this nigga be high kuz he doin all the shit i would do to fxck wit a class class ova ill holla ... RT @USER_b5376480: invented the bait and switch twitpic #putgodfirst #LetsBeReal us forming a group was a bad idea g ... i rather be dolo @USER_ef601816 I got hella stuff to do but I'm done wit class for today Still phresher than u doe Yo show luv to @USER_0e4a7d8d RT @USER_40674167: Showin love to @USER_0e4a7d8d. Follower her. That's word to @USER_715db191 drizzy is a monster RT @USER_ef601816: #letsbereal this is the reason i have trust issues. smdh&lt;= that's the worst thing to have RT @USER_ad792729: #ff @USER_8a15c803 @USER_65dda728 @USER_d74bee45 @USER_575ea79d @USER_e17daf4c @USER_26304f41 @USER_ccf83dd5 @USER_f8a833dc @USER_a2388d27 @USER_48a3433d the fxck u tlkin bout. lol ok im done nite This nigga got on Send Help I would beat his but he the biggest nigga in here @USER_0e4a7d8d das wassup u gotta do watchu do yo @USER_4c40a700 we kickin it rite now tryna find suttin to do RT @USER_40674167: I'm not nosey. I'm just a good listener... Alotta people should re-evaluate their friends because they spill the beans ... RT @USER_40674167: @USER_48a3433d its ok @USER_715db191 is an only child.&lt;= FXCK U PINK NIGGA @USER_0c0fb2ab Back to plies ... Isn't this nigga a rhode scholar ? How are u a goon & a nerd .. Fxck outta here ... &he eats butt literally he raps about"
2747,USER_38f1e42c,2010-03-03T04:45:13,"ÜT: 40.854492,-73.893112",40.854492,-73.893112,@USER_b598ffc7 word! You tell 'em master mac.,Bronx,30585.0,1413.0,"@USER_b598ffc7 word! You tell 'em master mac. RT @USER_6dcb2a64: @USER_60ce5404 I can make u a plate of rice and beans and send it 2 u ;)*if u don't want it jk, say yes and send it my way @USER_a88f1670 maybe you and rob can watch movieeeees @USER_d27541cf hiya @USER_8a692dc0 not an option yet. =\ feeling better yet? Oh snap! RT @USER_11d47292: @USER_b598ffc7 Than u need to get tantric. Barrett will thank you. For hrs even, ive heard. ;) @USER_e3827d2e oh no! Are you gonna take 5 hour energy? @USER_d0c3adf1 yw! @USER_ed5b5b59 although its good to study, if you overdo it its not gonna help either. Rest! Dream of jon moobs..lol @USER_270983a5 ohh on discovery health? I don't know what channel that is here. Darn. @USER_270983a5 lmao that's what I'm saying @USER_f9e4b27c is there a chance you two can get back together....that might be why she's not saying anything. @USER_f9e4b27c ewww stop it! Lol @USER_0156c464 ahugs* I'm sorry you're feeling down. If you need to talk you can dm me anytime @USER_f9e4b27c toothpicks as baby chopsticks? Ha that's too small They are playing nsync on mtv... Wow! @USER_e3348e55 I did. Back in the day it was all about jk and mw...good vibrations. @USER_8218bdab yay! I finally had taco bell..lol @USER_ac7dc25b is it warmth? I'm feeling that! @USER_efe4b0ec go on girlie! @USER_b0ea8480 have a great weekend, ryan! @USER_a29926c4 good luck! *hugs* @USER_e3348e55 woooo! I thought you might. That's my favorite part of the song. I laugh everytime I hear it @USER_47c23257 I like it. =) did you come here already? @USER_47c23257 keep me posted! RT @USER_e3348e55: @USER_38f1e42c LMAO...watch when I rape his ass!! He bettah leave me alone...hahaha *ROTBLOMFGLMAO I just saw this @USER_a22c8a9c can you imagine actors as smurfs? Creepy....lol @USER_282d4c3a okay, as long as its not a #youneedtocutthecord moment...lol #FREEDDUB because he impregnates women with ear sex....=) How? RT @USER_282d4c3a: @USER_38f1e42c @USER_022750aa @USER_88057b81 Ear candles are awesome and work so much better than Q-Tips! @USER_cd7cfeb5 5 months for me....lol @USER_559b1bbb @USER_ed5b5b59 lmao and I'm a virgin. =p @USER_a88f1670 oooh wow! I was thinking la. Lol. Bring me a cactus, please! Jk haha @USER_a88f1670 running loose?! @USER_a88f1670 make sure you don't touch it! Lol. @USER_184e5e69 morning! @USER_c1878ee1 lol! This story wouldve been more awesome with pictures. =) Does anyone know if cetaphil is ok for preggos to use? @USER_282d4c3a can you put him in a steamed bathroom? You're addicted...welcome! =) RT @USER_b0ea8480: Who needs friends when you have twitter friends?! @USER_605353e3 even if its optimum, not time warner?"
2963,USER_2c762cec,2010-03-03T02:32:37,"ÜT: 33.679901,-79.797494",33.679901,-79.797494,@USER_b8516202 lmao something I need to know...find out,Williamsburg,31191.0,1380.0,"@USER_d640975a blah blah blah @USER_b8516202 lmao something I need to know...find out Knock knock knock...don't you hear me knocking on it...knock knock knock...you need to let me in giiiirrrrrrlllllll AyyyyyyeeeeeE #famusextape lmmfao RT @USER_4475e872: RT @USER_462b9137: ""Come taste one of these nipples "" hahahahahahahhahaha&gt;lol you stupid Where is my buddy...dm me please Tell her find her way home rasta clat cab RT @USER_853ddb1f: Oooohhh SHIT......dey dun hit dat reggae!!!! @USER_b8516202 killin it!!!!! #iaintlying I would if I could but she out there slow winding and flexin and shit RT @USER_853ddb1f: @USER_2c762cec hahahaha u tell her!!!! @USER_0e86a4c7 what's the definition of late...who determines that...lololol Na brother RT @USER_60701d22: @USER_2c762cec I thought she was yo cousin When I put up a pic of myself it says nice pic...but soon as I put up a pic of me and @USER_9bcbeab8 it said have a nice day...lmmfao #notetoself before i answer @USER_b181775b question check the timeline...he got me like he was from Troy @USER_0e86a4c7 ha ha ha ha ha...what you bought today #ihopemiamifans get run burns and somebody pour alcohol on it Its friday...I'm off @USER_b181775b off @USER_c8f02de3 off...its about to be a twitter party...we going in #iprefer a pair of creative recs over forces #iprefer guess jeans over any other brand Go sit down somewhere nesh RT @USER_0f616cc3: Karma is a BiTChhhhhhh.. Jus kno that ;-) Dispose of that heart it will save you in the long run RT @USER_fd171a26: #Iprefer your time over your money Thx buuuuuddddddyyyy RT @USER_3d74ec95: #FF @USER_2c762cec @USER_c8f02de3 @USER_b181775b @USER_8e1feae0 bc these guys are the coolest guys ever!! #whenigetoff I'm go drink and go back in I'm about to get on these Bud Light Limes...put on Stillmatic and Reasonable Doubt and groove for a minute If I keep doing a mile a day I will be able to keep up with @USER_c8f02de3 and @USER_60701d22 with those multiple miles AyyyyyyyyyyeeeE #ff lil cuz @USER_25d4f7e8: #FF my big cuz @USER_2c762cec Hor-ri-ble RT @USER_b181775b: This new joint on 106 WTF?!?!?! How I feel...line everybody at the bar up...they go run out of liquor before I run out of money...let's get it Let's meet at 4 pm in our old meeting spot and bang it out...lmmfao *The Office* Hell yea them bastards live there aint it RT @USER_8fecdabc: @USER_2c762cec Damn, Hemingway in the state title again? Hemingway won another this year I'm in a nerve wrecking situation...Fiji Glacier or Smart Water...man life is so difficult #michaeljordanthoughts *oh well* this over who am i doing tonight @USER_3d74ec95 take a shot for yo boy Tuc...it will be aight 15 shots of patron...105 and it still early...leeeeggggooooo @USER_b8516202 dude you going in on a #tt at church *you a thug* Sunroof??? BaaaaallllllliiiiiiiinnnnN RT @USER_3d74ec95: Pretty day outside window down and sunroof open!!"
3350,USER_118837a7,2010-03-04T06:30:17,"ÜT: 34.764313,-86.572888",34.764313,-86.572888,"then The Roots playing as her band, #lovingit",Madison,30318.0,870.0,"Don't lose ur identity in this world, stay true to urself. *I meant I would have went if th plans weren't eff'ed up #typo Where is everybody at for this meeting? RT @USER_5aeaa43d: @USER_48b50b26 Apparently some students from #FAMU made a sextape and its all over the place.. LOL--I was laughing at it @USER_1ada3b9c lol, I gotta put sumthing together don't have many ""dress clothes"" then The Roots playing as her band, #lovingit Yes ERYKAH!!!!! RT: JohnEdward08 @USER_5aeaa43d its this damn MANUP probate practice!!! Lol---lmao!! #oop Im bout to take it on in tweeps #GoodNight RT @USER_6ce5b6ee: next time i go to walmart ima buy a bunch of smackers lip gloss i luv it so much #randomthought-- not on my expense #hmph @USER_6ce5b6ee is this worth 3 dollars!!!!?? #wellthen lmao RT @USER_61725677: ...I really LOVE this Dondria record ""You're The One"". #nowsinging Love and Happiness- Algreen At the game, I hope this headache go away @USER_61bf884c lmao!! U finally back on twitter? I'm embarassed... Smh lmao OMG My friends r so hood, @USER_5917dd8a done went off @ McDonalds & @USER_b5ae3293 and @USER_6ce5b6ee bck n the bck laughin yall kno HSV luv shootin #FF @USER_5aeaa43d @USER_62c2a3a6 @USER_3aa77015 @USER_90f7d360 @USER_303d6937 @USER_3aba6e58 @USER_5c18e9c7 @USER_12163b0a @USER_7e5c6a7c @USER_48b50b26 @USER_fc10a8b9 #FF @USER_5917dd8a @USER_61bf884c @USER_24038255 @USER_b8bddf0e @USER_1ada3b9c @USER_85267839 @USER_f267a587 @USER_93431f2b @USER_3b26ae39 @USER_63349981 Looks like I'm going to MIAMI, gotta make a call to seal the deal RT @USER_9ddb9d57: @USER_118837a7 glad I finally made the list lmao-- lol! U crazy @USER_24038255 yes!! #lowkey I'm tired, and that drink didn't make it no betta @USER_95ce305a ummmm.... Lol I think I'm about to change my twitter name"
3902,USER_837d927d,2010-03-04T04:50:31,"iPhone: 40.457017,-79.909197",40.457017,-79.909197,"RT @USER_d56045d7 RT THIS IF YOU EVER RODE ON EXPIRE TAGS, INSPECTION STICKER, NO INSURANCE, AND SUSPENDED LICENSE BEFORE! RT RT RT",Allegheny,26215.0,408.0,"And i still dont understand how one can call another UGLY like they the baddest thing walkin..U dont even look good in a pair of heels.... @USER_a1a47e60 ive had better days.i woke up in the craziest depressed mood ever...like idk..i jus been feelin like BLAHHHH these past few days @USER_8136e235 o geeze!! u're CRAZY!! @USER_8d317647 I was highly upset! then how about dude talkin about he cant do my brakes until tomorrow now...like wtf?!?!? im swole @USER_d645326b thats a good question!... #thingsthatmakeugohmmmm lol HELLO NEW FOLLOWERS!WELCOME TO MY SHOE CLOSET!Take a look around& @ me if u would like me to follow back.Just dont be creepy&stalk my tweets @USER_55d89d10 HAPPY BIRTHDAY LOVELY!!!!! 20% battery life...smh..I need to get 2 a charger fast! Look like they'll b seein me at work EARLY!!! @USER_7f83de52 lol...THANK U! RT @USER_d56045d7 RT THIS IF YOU EVER RODE ON EXPIRE TAGS, INSPECTION STICKER, NO INSURANCE, AND SUSPENDED LICENSE BEFORE! RT RT RT whose tryna argue RT @USER_8d317647 Your not even pretty enough to argue with me!Like WTF!? #GoStickYourHeadInTheBottomCornerOfTheFloor lmao @USER_8d317647 naw....man status was talkin....lol @USER_817a7491 no @USER_d56045d7 dont stop it 5 me nigga......im jus sayin...u probably ran into her already& payed no attention.. yo..this is sum bullshit at its finest! im wide awake.... @USER_bc25e5b0 whats good hun? @USER_bc25e5b0 lol...o ok..r u following me? or did one of my tweets pop up as an RT? @USER_aeceb6b7 yea rehab So the mechanic jus called me...apparently his Jack stand is not strong enough to hold my truck.So therefore he can't do my brakes.FTL!! skype me: t5sixinheels @USER_5353e2fe hahaha..not at all! @USER_69a5c895 i am! lol...wanna hear a secret? @USER_a1a47e60 YES MAN! that shit was good.Now all i need is a night cap and my night would b PERFECT!! LMFAO..but i wont b gettin it so o well @USER_f900dfbe who was hoppin outta pocket Good morning loveliesystrdy u were good today b GREAT! Tweet me I'm here!!  Swole my 5year old god sister can jerk and I can't...lmfao! Got me ready 2 trip her lil ass jus cause..lmfao! Yea i'm evil like dat. @USER_e33dd8ce thank u! I'm so tired that I'm starting 2 get a headache! This is horrible @USER_d9a34f21 hey boo @USER_d9a34f21 nothin much!! I've been around...where u been? @USER_d9a34f21 awww...it's ok hun. Oh yea thats what i like 2 hear!! Good luck!! RT @USER_b1e3a70d About Ace this test! 4.0 @USER_074ddf12 yea pretty much. idk..my daughter has a cold so idk if imma go. @USER_5353e2fe awww..thank you luv. im trying. #random....i need to my nails redone ASAP! i broke one.smh last time i checked I was the one who carried her 4 9mos..I was the 1 in labor 4 9hrs...NOT THEM! so imma need THEM 2 STFU! @USER_b6b9c94a hahahaha..naw im good! im not really a trend follower.I'll stick 2 being str8.... @USER_b5efbd4e dont have 2 worry about that! i dont like female species enuff 2 wife 1!cant trust sumthin that bleeds 4 7days&doesnt die! lol"
4219,USER_023393a1,2010-03-03T19:26:46,"ÜT: 35.977386,-78.881978",35.977386,-78.881978,@USER_fae92173 hahahahah I bet u are lmao,Durham,22870.0,1257.0,@USER_fae92173 hahahahah I bet u are lmao @USER_fae92173 yea u r...but its kool @USER_7709f740 hahahahaha @USER_30067959 wat up @USER_30067959 oh ok can u get me sumthing lol @USER_30067959 oh ok...dats good to no @USER_b6bd326c I'm home @USER_1b91822c I'm sorry lol...I'm jealous yall goin sumwhere @USER_6d8a2434 yup yup Bout to see@B3autiful_Bliss @USER_e30442c6 hahahahaha aint u goin on da cruise @USER_70d7b381 wats poppin tonight @USER_70d7b381 oh ok @USER_62b74dff hahahaha I just seen dat @USER_5e74bb16 wats poppin nigga @USER_fae92173 @USER_c48a069a wat up losers @USER_5e74bb16 I just got done hoopin and shit @USER_1b91822c hahahahaah @USER_fae92173 I'm good just tired @USER_fae92173 ok
5366,USER_e88d8863,2010-03-03T04:28:06,"ÜT: 33.982881,-118.280703",33.982881,-118.280703,"If we aint fuckin then what IS the DISCUSSION? Must be about NUFFIN, pa pa pokerface? Nah I see that u BLUFFIN",Los Angeles,33331.0,950.0,"If we aint fuckin then what IS the DISCUSSION? Must be about NUFFIN, pa pa pokerface? Nah I see that u BLUFFIN I'm at one of the OG's house on the block watchin the game, this nigga got a cop scanner we listenin LOL Ron ""The Glove"" Artest LOL If we ever did the nasty #chancesare you liked it If you think you know me #chancesare you don't. There's a lot of cats that tell you wat you wanna hear, but the #chancesare those the ones that don't live up to the hype. RT @USER_db443612: @USER_e88d8863 nah never....hahahah - yeah anyyways wuttup If I don't speak to you #chancesare I don't like your kind NON-FICTION @USER_46c0f9f4 that's pretty damn random When I TYPE someone something in proper english with no slang and you say ""huh?"", you should say ""I'm too stupid to know those words"" #iREFUSEto be last. RT @USER_46c0f9f4: @USER_e88d8863 I'm sayin it can be deep! - #thatswhatshesaid @USER_db443612 ok so what does that have to do with the way I swing. I swear u trip me out. Stop sniffin shit. I need a blonde 1, call 1 4 me #iREFUSEto shake an enemies hand. #iREFUSEto DIE.... Some refusal aint it... @USER_46c0f9f4 I'm jp dog u take twitter to serious. Go fetch a stick RT @USER_67804d6a: #random I'm addicted to the taste of coffee - made me want some now! RT @USER_41770444: On the count of three say ""Fuck the Police!"" One two three and FUCK THE POLICE!!! - Fuck Em @USER_67804d6a LOL we never run out its like a limitless supply ha:aha DAM A follower count is ntn really. I don't follow for a follow though. Because some people say worthless ass shit I don't need to read Hello hello... Allow me to introduce myself.. Multiple gun shots, fill the block, the fun stops... Will my enemies flee when they see me? Believe me... Even thugs gotta learn to take it easy Heavenly father ima soldier, I'm gettin hotta cuz the world gettin colder.. #ItsNotCool to covet the next persons life. Get your own. #ItsNotCool to date your ex's sister... Unless they are cool with it I see no reason 4 u to lie about it RT @USER_440f8e1c: Would yall believe me if I told yall I had Drake's single ""Over"" already? @USER_016934e1 sad thing is we were outta high school when we started fucjkin around smh Ok I'm over it now. Enough about this trick, let's talk about the next one LOL Got that on my phone RT @USER_a0b96820: RT @USER_013fde43: #nowplaying ""Thizz"" by: @USER_3bdfa819 Some people live in Sumbliminal Land. When it comes to Hip-Hop, its just me and my bitch @USER_188d803f don't nobody wanna ask you shit! LOL jp @USER_39a66c74 he's that REDNECK. Dude is insane lol Twitter is worthwhile today. It must be @USER_e741d0f1 's birthday This exclusive stick I don't share with the world #LetsBeReal : your NOT. This movie is trippin me out. White people are so obvlivious. @USER_cd39757b that's a cute picture buddy. #randomthoughts If I say ""ima kill somebody sooner or later"" on Twitter &then I kill someone, is that considered pre-meditated? @USER_5b7a96f8 the whole mixtape is on www.MeMyselfandI.Bandcamp.com @USER_2460117e idk there is a thin line right there! How bout I just don't kill anyone and not find out? LOL!  Put down your beer, and get off your step-daughter, your watching ABC  - MadTV  I need you to make like Kobe, and force your way through the back door  - MadTV @USER_1d1f4eec yo ur name is alex? Mine is too. I'm trippin cuz I clicked on it and saw my name that's y I was trippin LOL #jailthoughts "" I'm out this bitch! "" I'm missing the correlation but ok.. RT @USER_24203341: RT @USER_e88d8863: I'm so vein its a problem...* that's y u a kobe fan! Ugh! Weezy's #jailthoughts "" I wish Lil Twist was here so he cud twist my dreads for me "" TI's #jailthoughts "" I been in here so much the guars know me "" I really try to refrain from being out of pocket but some of yall hoes need to be put in your place. Don't worry you aren't alone #LetsBeReal I was following this girl cuz she had nice boobs in her avatar. She changed it, so I unfollowed. #IBLTS lol @USER_bd3baf2c it just shows that humans as a race arent so diff. But seperatist minded ppl use minor things like hair to divide us RT @USER_e656f1a2: #TweetsIDGAFabout ==&gt; darkskin vs. lightskin tweets @USER_0843daa7 text #LetsBeReal the best rapper from the south is TI. Well to me. Who's your fav? Bezzle - TI @USER_b9016fce ahah I do love it. & it really does just be like that. Sometimes shit can't be explained LOL. So saturday u got plans already? #LetsBeReal I don't take twitter seriously.  Yall non-rappin ass bitches, I'd rather listen to ya instrumentals nigga  RT @USER_a9e813a8: these twitter bios kill me. you could be anyone you want to be online, i see people are taking advantage of that. LONDON @USER_e656f1a2 !! You Aint Gotta Lie (To Kick It) - Ice Cube RT @USER_f39334a3: Ladies free before 10:30* RT @USER_e88d8863 party this ,guys its 5$. Drinks all night. Hit me up 16628 knapp st north hills ca #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #stalkertweet RT @USER_b8bef45e: God: If u give Him 2 me, I'll NEVER b bad or ask 4 anything else from you again. Thank u. #operationgetdrake We got fuckin Brian McKnight singing for us! #Lakers lol I'd rather chill wit 54 bitches The best pokemon, Mew2! Anyways I'm performing 2morrow. Yall should check on it. Look on justin.tv or ustream to find a link 2 watch! RT @USER_c013a172: I'm more jealous than anythin. I wanna see my team fuckin play! #lakers This nigga Kobe just threw the ball off the backboard and passed it to himself like on NBA Street Vol. 2 lol Microcosm #icheatedbecause of rap music. My brother just came back from a photoshoot. The company broke em off wit new shoes and a shirt. Pimp. @USER_c013a172 got you homie 35% FG REALLY?!?! The whole team is passive #randomthoughts a synonym for the world ""devil"" = Villian @USER_41770444 #randomthoughts : Synonym for God = "" Daemon "" #randomthoughts : Can you be obsessed with obsessions? That's somn real fuck it type shit LOL RT @USER_6b7e5453: Fucken crazy ass kids huh lol RT @USER_e88d8863: 20/20 #NewRule fuck M.O.E. Money can't buy me happiness. Peace of mind. P.O.M. @USER_f1fe15fa I'm not trippin RT @USER_f39334a3: Why do I always have to face 3,000,000 lbs. of adversity in everything that I do? @USER_b8bef45e thanks! @USER_13e0d975 hahahahahahaha clown, lol I told whodeewhoo to hit me up tho so fa sho Your not icy at ALL. LOL there were some badd ones there!! RT @USER_13e0d975: @USER_e88d8863 that shit was wild lol Do women really want a rude boy? That's some pedophilic weirdo shit LOL!! RT @USER_9e02311c: The show yesterday with @USER_f39334a3 and @USER_e88d8863 went OVER the TOP G R E A T! Waste of Life = #WOL &lt;--- don't be one."
5822,USER_f602b44c,2010-03-03T02:24:48,"ÜT: 40.799345,-73.928668",40.799345,-73.928668,RT @USER_7f5f29d8: Alotta people need to find themselves lol yall lost out here in this world,New York,29420.0,1294.0,"RT @USER_7f5f29d8: Alotta people need to find themselves lol yall lost out here in this world @USER_11acff60 ok I'm waitin on u Granny always know how 2 cheer me up. LuvMeSumHer @USER_e5a02890 hey chicka @USER_ec721ad8 booooo Gd morning ppl. @ work hungova. Gotta stay away from Ciroc make me feel like I was drinkin Georgies Idk y @USER_a3494d59 promote this feelin. ""Wake up in the Morning feelin like P Diddy"" @USER_616146fc nah I didnt I'm attendin lolRT @USER_37782bf5: Just added 2 my bday event... bday celebration 4 my bro @USER_772ce7c7 via satellite live from the ukraine!! Lol Rite RT @USER_99f35872: @USER_f602b44c Same shit! Making money is me! My head still hurt RT @USER_99f35872: RT @USER_f602b44c: #Death ​​​² CIROC. Don't hate what you can't take.... Lol @USER_5191ad98 I haven't heard anything great yet. where is he from? What song should I look 4 @USER_5191ad98 oh no I can't support that. I support real rap. Real hip hop not that mess @USER_8a58e420 what's up I want it all , Y not both RT @USER_6888777e: Cuff vs Club @USER_8a58e420 meet me @ my house @ 1030. I need a damn drink @USER_11acff60 what's wrong sis? Ʊ miss me that m In a cab now be there in a min RT @USER_11acff60: I come home n there's no one here wea is my motha @USER_f602b44c @USER_f9a2e41c ʊ kno me work work work. Now time 2 play Sin City Sin city is crazy already O ʊ 2 RT @USER_6678cfff: can't wait til baseball season starts. @USER_dd221837 not sure 2day when eva I finish this medical @USER_e5a02890 @USER_7e9a4742 at home thinkin bout goin 2 the movies 2 c bk finest S/o 2 @USER_f2fd591b 4 makin me take 2 bottles 2 the face. Shots Shots and more shots #BGC @USER_3edd22a1 I got it are in the city I'm on 51st 2and 3 @USER_8a58e420 let's go tonite I'm @ the movies now. C n alice and wonder land @USER_7e9a4742 I told 2 go 2 divine connections in BK @USER_ae116cf7 damn ʊ have bad luck wit phones Shower, Nap b4 I hit the mean streets of Harlem @USER_7055145e you can still cum ova and let me © what ʊ got Why am I still up listening 2 beats. Gotta work @ 6am for 13hrs Bitches need jobs 2 keep busy maybe then they will stop playin on my ☎. Its kool tho cause he's gonna send my bill money in. Lml #StopIt5 RT @USER_be65e87e: RT @USER_f602b44c: On my way 2 get sum seafood from 140st...come to the bx to get some real seafood Watching This Laker vs Magic Game.... RT @USER_c1c02f27: My my my. RIP Stack RT @USER_c1c02f27: ""U see a woman of ur stature deserve a nigga like mine it's nothin him I'm one of a kind."" RIP Stack #CLUBBIN vs. CUFFIN? RT @USER_83808c5f: real niggas fuck with me and ill NEVA give a fuck who don't!"
5938,USER_0ddfa5e6,2010-03-03T07:40:51,"ÜT: 33.552824,-84.268743",33.552824,-84.268743,I WISH A BITCH WOULD RUN UP ON ME LIKE IM Brisco !!!! #FREEGUCCI,Clayton,32237.0,441.0,"@USER_d314c507 ITS TO COLD OUT THERE 4 ME AND BEEN REAL BUSY ! SO I ANT BEEN OUT IN A MIN. I WISH A BITCH WOULD RUN UP ON ME LIKE IM Brisco !!!! #FREEGUCCI @USER_0e457398 yea in still in tha a @USER_a2f63403 dont no yet @USER_2eb5bbbe GUDDA GUDDA @USER_a8349405 is goin so hard lately,,so proud of him !!!! RT @USER_008e9b0a: FOR BOOKING CALL 404-935-2677 OR EMAIL VIBEMGMT@GMAIL.COM pre-ordered @USER_5b68d953 Still Standing album SHE DONT JUST SING SHE IS TELLIN THE TRUTH IN HER SONGS & HAS GOT ME THUR MANY HARD TIMES Everbody follow @USER_c88c5b40 nae nae its her bday ! Wooh Da kids Da best yessss @USER_852f0192 ! Lol RT @USER_7768e904: @USER_0ddfa5e6 PRESSURE.PRESSURE.DEZ.NIGGZ.UNDA.PRESSURE.I.HEARD.HE.A.COLLEGE.BOY.I.HEARD.HE.WUZZ.A.STEPPER.HYDRO.WOOH ... @USER_7121c944 ok i will get them to send it to you @USER_4c91bf76 lol i guess @USER_1bdd66f7 K I GOT CALL ME TOMORRW AFTER 12 AND I WILL BE AT THE OFFICE RT @USER_afb9d26c: RT @USER_0ddfa5e6: @USER_afb9d26c whats up bra i ant talk 2 you in like a week !! whats good&lt;--Where u @ #Letsg ... @USER_4bac6362 GO TO BED UNK #FF RT @USER_0ddfa5e6 @USER_c2193061 @USER_3d87adc2 @USER_2fe28753 @USER_f009084e @USER_ed6817ca @USER_9a55372f @USER_804dfb4a @USER_254048a2 @USER_2e64abde @USER_d9b25dd1 FOLLOW THA HOMIE @USER_6add0b32 HE FROM BAMA SO I FUXS WIT HIM!! IF YOU ARE NOT FOLLOWING ME AND SEND ME A MESSAGE TO CHECK OUT YOUR MUSIC ..LOL IM NOT ,,FOLLOW ME THEN TRY RT @USER_e750a3e7: RT @USER_0ddfa5e6: EVERBODY FOLLOW @USER_e750a3e7 THE HOTTEST NY DJ NOW IN ATL FOR BOOKING CALL 404-935-2677 OR EMAIL VI ... @USER_6add0b32 MAYBE ONCE A MONTH IF THAT ...ATL IS TOO GOOD TO ME :) JUST GOT DONE CHECKIN OUT @USER_6add0b32 'S MYSPACE THIS DUDE HOTT .... @USER_392359a5 vibemgmt@gmail.com getting my hair done then out with @USER_c88c5b40 @USER_b9b9aafb @USER_a340492e YOOOOOOOOOOOOOO @USER_1bdd66f7 RT @USER_0ddfa5e6 IS LOOKIN 4 MODELS HER GIRLS DONE LEMONADE,BINGO,WTF,SOUJABOY,WAKA, SHAWTYLO AND LIL WANYE AND MANY MORE @USER_1bdd66f7 got a video 4 you sat 10am call me this man is drivin me crazyyyyyyyyyyy,burrrrrrrrrrrrrr RT @USER_0bea5f23:Don't let who you were get in the way of who u can be Each day is a new one so Strive 2 be better&lt; thanks boo I needed that I got butterflys in my tummy ! @USER_c88c5b40 HAWIIA NEXT"
5989,USER_1c68e1b0,2010-03-03T01:30:39,"ÜT: 41.071897,-81.527579",41.071897,-81.527579,"Okay well if you didn't want me to go with you, why didn't you just say that rather than starting a huge fight?! #fucker",Summit,22952.0,665.0,"Okay well if you didn't want me to go with you, why didn't you just say that rather than starting a huge fight?! #fucker You know, I always feel better at night after a good workout day. NO PANTS PARTY!!! WOOT! RT @USER_d745be46: No pants! No pants! RT @USER_c44e1478: Grab lunch today at Rubber City Grill, Downtown Akron's newest restaurant! www.rubbercitygrill.com YESSS!!!!!!!!!!! Just found out we're eating at Hibachi Japan for my sis in law's bday on Sat. Thank God, something to look forward too! @USER_fb11a6da What if your fat and short? @USER_466b8ece I mean really, what's the point in playing one song an hour on The Alan Cox Show... It makes it really hard to listen too! Aaaaand... bye bye bonus check. It was nice seeing you. My plan- Leave work @ 4, dock at bar @ 4:01, drink until Sunday. Come into work on Monday with a smile and a new attitude. Mmm, I miss hearing @USER_2b033762 on my radio at 3:00. Ok, bb users.. Social Beat? Thoughs, questions, concerns?? @USER_56c5f721 I THOUGHT THE SAME THING THIS MORNING!!!!!!!!!! @USER_439775bd drinking firefly for the first time Me + coors light I wish I could find ewuals si love allison @USER_5124a21f not helping my cause, not big nick. #jussayin Heyyy! I missed you guys! Hi! @USER_d745be46 me too, in the summer. Me too! RT @USER_7d3802e7: @USER_356c31a5 I follow @USER_5ec8fce6 but i dont think he follows me.... @USER_d745be46 abc family @USER_7d3802e7 omg I think I gave new meaning to the term 'hot mess' Finally watching jim and pam have their baby. Bring on the water works! @USER_d745be46 I'm on it ;-)"
